,Unnamed: 0,ImageName,Labels,Prompts,Answers
65,65,./Data/data/sketch/tx_000000000000/bicycle/n02834778_1607-6.png,bicycle,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a bicycle, specifically a road bike, with a rider on it. The rider is positioned in the center of the image, and the bicycle is viewed from the side. The sketch also includes a handbag, which is placed near the rider. The overall composition of the image suggests a casual, everyday scene of someone riding a bicycle with a handbag."
66,66,./Data/data/sketch/tx_000000000000/church/n03028079_7077-5.png,church,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a castle, which is a large and prominent structure. The specific features of the subject include the castle's architecture, the presence of a cross on top of the building, and the overall design of the structure. The viewpoint of the sketch is from the side, showcasing the castle's facade and its prominent features."
67,67,./Data/data/sketch/tx_000000000000/shoe/n04546081_1653-1.png,shoe,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a shoe is drawn. The specific features of the subject include the pose, which is viewed from the side, and the sub-category, which is a tennis shoe. The image is in black and white, giving it a classic and timeless appearance."
68,68,./Data/data/sketch/tx_000000000000/skyscraper/n04233124_26034-1.png,skyscraper,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a building, specifically a tall building, with a clock tower on top. The building is viewed from the side, and it appears to be a large structure. The clock tower is a prominent feature of the building, making it a focal point in the art sketch."
69,69,./Data/data/sketch/tx_000000000000/geyser/n09288635_10954-2.png,geyser,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a plant with long, thin stems. The plant is viewed from the side, and it appears to be a close-up of the plant's stems. The specific features of this subject include the plant's stems, which are the main focus of the drawing, and the overall composition of the plant, which is depicted in a simple and minimalistic manner."
70,70,./Data/data/sketch/tx_000000000000/fan/n03271574_25974-4.png,fan,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a fan is drawn. The fan is viewed from the top, and it is a black and white drawing. The specific features of the subject include the fan's position, the angle from which it is viewed, and the fact that it is a black and white drawing."
71,71,./Data/data/sketch/tx_000000000000/butterfly/n02274259_14994-2.png,butterfly,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a butterfly, which is a specific type of insect. The butterfly is drawn in a black and white style, giving it a more artistic and detailed appearance. The butterfly is viewed from the side, showcasing its wings and body. The pose of the butterfly is captured in the art sketch, making it a visually appealing and intricate piece of art."
72,72,./Data/data/sketch/tx_000000000000/deer/n02432983_22384-4.png,deer,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a drawing of a goat. The specific features of the subject include the goat's pose, which is viewed from the side, and its sub-category, which is a black and white drawing. The goat is depicted in a somewhat unusual or unconventional manner, which adds an artistic touch to the sketch."
73,73,./Data/data/sketch/tx_000000000000/chair/n03001627_2015-5.png,chair,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a wooden chair is drawn. The specific features of this subject include the pose, which is a side view, and the sub-category, which is a wooden chair. The chair is viewed from the side, and it is a simple, minimalistic drawing."
74,74,./Data/data/sketch/tx_000000000000/windmill/n04587404_17263-6.png,windmill,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a windmill, which is a large structure that harnesses the power of the wind to generate electricity. The specific features of this subject include the pose, which is viewed from the side, and the sub-category, which is a windmill. The drawing is a black and white sketch, emphasizing the contrast between the windmill and the background."
75,75,./Data/data/sketch/tx_000000000000/squirrel/n02355227_6099-1.png,squirrel,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a horse, specifically a white horse, with a heart-shaped design on its chest. The heart is a prominent and unique feature of the horse's appearance. The sketch is a black and white drawing, which adds to the artistic quality of the piece. The perspective of the drawing is from the side, showcasing the horse's body and the heart-shaped design on its chest."
76,76,./Data/data/sketch/tx_000000000000/jellyfish/n01910747_1313-5.png,jellyfish,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a black and white drawing of a jellyfish. The specific features of this subject include the pose, which is viewed from the side, and the sub-category, which is a sea creature. The drawing is a simple, monochrome illustration of the jellyfish, capturing its unique and intricate structure."
77,77,./Data/data/sketch/tx_000000000000/flower/n11669921_32511-2.png,flower,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a flower, specifically a white flower, with a long stem. The flower is viewed from the side, and it appears to be a close-up of the flower's stem. The sketch is a black and white drawing, which adds a sense of depth and contrast to the image. The focus on the stem and the flower's details highlights the intricate structure and beauty of the subject."
78,78,./Data/data/sketch/tx_000000000000/apple/n07739125_1463-2.png,apple,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a simple apple is drawn. The specific features of the subject include the apple's shape, size, and color. The apple is viewed from the top, and it is a close-up of the fruit. The art sketch does not include any additional details or sub-categories, such as the stem or the background."
79,79,./Data/data/sketch/tx_000000000000/sword/n04373894_31203-3.png,sword,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a sword is drawn. The specific features of this subject include the pose, which is a close-up view of the sword, and the sub-category, which is a detailed illustration of the sword. The art sketch captures the intricate details of the sword, making it an interesting and visually appealing piece of art."
80,80,./Data/data/sketch/tx_000000000000/sword/n04147793_2547-1.png,sword,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a sword is drawn. The specific features of this subject include the pose, which is a close-up view of the sword, and the sub-category, which is a detailed illustration of the sword. The art sketch captures the intricate details of the sword, making it an interesting and visually appealing piece of art."
81,81,./Data/data/sketch/tx_000000000000/banana/n07753592_6708-6.png,banana,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a dinosaur is drawn, specifically a T-Rex. The image is viewed from the side, and the dinosaur is shown in a side profile. The T-Rex is a well-known subcategory of dinosaurs, and this art sketch captures its distinct features, such as its large size, sharp teeth, and powerful build."
82,82,./Data/data/sketch/tx_000000000000/motorcycle/n03790512_948-6.png,motorcycle,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a motorcycle is drawn. The specific features of the subject include the motorcycle's front wheel, which is prominently displayed, and the side view of the motorcycle. The drawing is in black and white, which adds a sense of depth and contrast to the image."
83,83,./Data/data/sketch/tx_000000000000/squirrel/n02355227_14599-1.png,squirrel,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a cat is drawn. The cat is viewed from the side, and it is sitting on a white surface. The cat is depicted in a black and white color scheme, which adds a sense of contrast and depth to the image. The specific features of the cat include its pose, where it is sitting, and its sub-category, which is a domestic cat."
84,84,./Data/data/sketch/tx_000000000000/sailboat/n04128499_8462-5.png,sailboat,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a sailboat is drawn. The specific features of this subject include the pose, which is viewed from the side, and the sub-category, which is a sailboat. The sailboat is depicted in a black and white style, giving it a classic and timeless appearance."
85,85,./Data/data/sketch/tx_000000000000/hot-air_balloon/n03541923_2812-5.png,hot-air_balloon,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a light bulb is drawn. The specific features of this subject include the pose, which is viewed from the top, and the sub-category, which is a light bulb. The light bulb is depicted in a black and white style, giving it a classic and timeless appearance."
86,86,./Data/data/sketch/tx_000000000000/ray/n01498041_2764-3.png,ray,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a whale is drawn. The specific features of the subject include the pose, which is viewed from the side, and the sub-category, which is a black and white drawing. The whale is depicted in a close-up view, emphasizing its unique features and characteristics."
87,87,./Data/data/sketch/tx_000000000000/butterfly/n02274259_6114-5.png,butterfly,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a butterfly is drawn. The specific features of this subject include the pose, which is viewed from the side, and the sub-category, which is a butterfly. The drawing is in black and white, which adds to the artistic quality of the piece."
88,88,./Data/data/sketch/tx_000000000000/bell/n02824448_27343-4.png,bell,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a bell is drawn. The specific features of this subject include the pose, which is viewed from the side, and the sub-category, which is a bell. The bell is depicted in a close-up view, emphasizing its shape and details."
89,89,./Data/data/sketch/tx_000000000000/owl/n01621127_5781-5.png,owl,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a bird, specifically a large owl, with its wings spread wide. The owl is viewed from the side, and it appears to be standing on its hind legs. The owl's wings are spread out, showcasing its impressive wingspan. The owl's face is not visible in the sketch, but its overall size and shape are captured in the drawing."
90,90,./Data/data/sketch/tx_000000000000/banana/n07753592_3383-5.png,banana,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a drawing of a human figure, specifically a woman's torso. The drawing is in black and white, and it is viewed from the side. The specific features of the subject include the pose, which is a side view, and the sub-category, which is a woman's torso. The drawing captures the woman's body shape and contours, showcasing her figure in a simple and minimalistic style."
91,91,./Data/data/sketch/tx_000000000000/tree/n12587803_44855-2.png,tree,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a palm tree is drawn. The specific features of this subject include the pose, which is a close-up view of the tree, and the sub-category, which is a black and white drawing. The tree is viewed from the side, and it is a simple, minimalistic representation of the palm tree."
92,92,./Data/data/sketch/tx_000000000000/starfish/n02317335_9258-2.png,starfish,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a starfish is drawn. The specific features of this subject include the pose, which is viewed from the side, and the sub-category, which is a sea creature. The starfish is depicted in a black and white style, giving it a more artistic and detailed appearance."
93,93,./Data/data/sketch/tx_000000000000/pig/n02395406_20621-6.png,pig,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a black and white drawing of a bear is created. The bear is viewed from the side, and it appears to be a black and white sketch of a bear. The specific features of the bear include its pose, where it is viewed from the side, and its sub-category, which is a black and white drawing."
94,94,./Data/data/sketch/tx_000000000000/bench/n03891251_409-6.png,bench,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a chair is drawn. The specific features of this subject include the pose, which is a side view, and the sub-category, which is a couch. The couch is depicted in a black and white style, giving it a classic and timeless appearance."
95,95,./Data/data/sketch/tx_000000000000/sword/n04373894_59060-2.png,sword,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In the art sketch, a sword is drawn. The specific features of this subject include the pose, which is a close-up view of the sword, and the sub-category, which is a detailed illustration of the sword. The art sketch captures the intricate details of the sword, making it an interesting and visually appealing piece of art."
96,96,./Data/data/sketch/tx_000000000000/bicycle/n02834778_10721-7.png,bicycle,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a bicycle, which is a two-wheeled vehicle powered by pedaling. The specific features of this subject include the pose, which is a side view, and the sub-category, which is a black and white drawing. The bicycle is viewed from the side, and it is a simple, minimalistic representation of the subject."
97,97,./Data/data/sketch/tx_000000000000/airplane/n02691156_196-5.png,airplane,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a large jet airplane is drawn. The specific features of this subject include the airplane's wings, nose, and tail. The airplane is viewed from the side, and it appears to be a large passenger jet. The sketch also includes a person standing next to the airplane, possibly a pilot or a ground crew member."
98,98,./Data/data/sketch/tx_000000000000/duck/n01846331_7292-4.png,duck,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," In this art sketch, a duck is drawn. The specific features of the duck include its pose, where it is viewed from the side, and its sub-category, which is a cartoon duck. The duck is also shown with its feet off the ground, giving it a more dynamic and playful appearance."
99,99,./Data/data/sketch/tx_000000000000/mouse/n02330245_8163-3.png,mouse,"['USER: <image>\nWhat is drawn in this art sketch ? What are the specific features of this subject (pose, where is it viewed from, sub-category, ...) ?\nASSISTANT:']"," The art sketch features a mouse, which is a small rodent. The mouse is depicted in a black and white color scheme, giving it a more dramatic appearance. The mouse is viewed from the side, and it is shown in a close-up perspective. The specific features of the mouse include its ears, whiskers, and tail. The mouse is also described as a ""fancy mouse,"" which might suggest that it has a unique or distinctive appearance."
